shop_id,item_type,name,description,quantity,unit_price,unit_cost,part_number,supplier,category,labor_hours,warranty_period
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Exhaust Manifold Replacement,Exhaust Manifold Replacement,1,50,33,PN-EXHAUSTM,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Exhaust Repair,Professional exhaust repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Exhaust Y Pipe Replacement,Professional exhaust y pipe replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Expansion Tank Hose Replacement,Expansion Tank Hose Replacement,1,50,33,PN-EXPANSIO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Exterior Door Handle Replacement,Professional exterior door handle replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,External Ignition Distributor Replacement (Battery Module),External Ignition Distributor Replacement (Battery Module),1,50,33,PN-EXTERNAL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fender Lining Replacement,Professional fender lining replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fender Replacement,Professional fender replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Flex Pipe Replacement,Professional flex pipe replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fog Light Replacement,Fog Light Replacement,1,50,33,PN-FOGLIGHT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Brake Pads Only Replacement,Front Brake Pads Only Replacement,1,50,33,PN-FRONTBRA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Brake Pads Replacement,Front Brake Pads Replacement,1,50,33,PN-FRONTBRA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Brakes & Rotors Replacement,Front Brakes & Rotors Replacement,1,379.99,247,PN-FRONTBRA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Brake Caliper Replacement,Front Left Brake Caliper Replacement,1,50,33,PN-FRONTLEF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left CV Axle Replacement,Front Left CV Axle Replacement,1,50,33,PN-FRONTLEF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Caliper Replacement,Front Left Caliper Replacement,1,50,33,PN-FRONTLEF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Door lock Actuator,Front Left Door lock Actuator,1,50,33,PN-FRONTLEF,Local Supplier,suspension,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Forward Control Arm Replacement,Front Left Forward Control Arm Replacement,1,50,33,PN-FRONTLEF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Lower Rearward Control Arm Replacement,Front Left Lower Rearward Control Arm Replacement,1,50,33,PN-FRONTLEF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Outer Tie Rod,Front Left Outer Tie Rod,1,50,33,PN-FRONTLEF,Local Supplier,suspension,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Left Wheel Bearing Replacement,Front Left Wheel Bearing Replacement,1,50,33,PN-FRONTLEF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Lower Ball Joint Replacement,Front Lower Ball Joint Replacement,1,50,33,PN-FRONTLOW,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Lower COntrol Arms With ball Joint (Right),Front Lower COntrol Arms With ball Joint (Right),1,50,33,PN-FRONTLOW,Local Supplier,suspension,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Lower Control Arm with Ball Joint Replacement (Left),Front Lower Control Arm with Ball Joint Replacement (Left),1,50,33,PN-FRONTLOW,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Lower Rearward Control Arms,Front Lower Rearward Control Arms,1,50,33,PN-FRONTLOW,Local Supplier,suspension,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Right Ball Joint Replacement,Front Right Ball Joint Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Right Brake Caliper Replacement,Front Right Brake Caliper Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Right CV Axle Replacement,Front Right CV Axle Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Right Lower Forward Control Arm Replacement,Front Right Lower Forward Control Arm Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Right Outer Tie Rod Replacement,Front Right Outer Tie Rod Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Right Wheel Bearing Replacement,Front Right Wheel Bearing Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Rigth Rearward Control Arm Replacement,Front Rigth Rearward Control Arm Replacement,1,50,33,PN-FRONTRIG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Rotors Replacement,Front Rotors Replacement,1,50,33,PN-FRONTROT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Shock Absorber Replacement,Front Shock Absorber Replacement,1,50,33,PN-FRONTSHO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Strut Mount Replacement,Front Strut Mount Replacement,1,50,33,PN-FRONTSTR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Sway Bar Links Replacement,Front Sway Bar Links Replacement,1,50,33,PN-FRONTSWA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Front Wiper Motor Replacement,Front Wiper Motor Replacement,1,50,33,PN-FRONTWIP,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Canister Replacement,Professional fuel canister replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,fee,Fuel Feed Line Replacement,Fuel Feed Line Replacement - Service fee,1,50,33,,,engine,,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Filler Neck Replacement,Professional fuel filler neck replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Filter Replacement,Fuel Filter Replacement,1,50,33,PN-FUELFILT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Injector Cleaner,Fuel Injector Cleaner - Complete service package,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Injector O Rings Replacement,Professional fuel injector o rings replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Injector Replacement,Professional fuel injector replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Line Repair,Fuel Line Repair,1,50,33,PN-FUELLINE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Pressure Sensor Replacement,Fuel Pressure Sensor Replacement,1,50,33,PN-FUELPRES,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Pump Cam Follower Replacement,Fuel Pump Cam Follower Replacement,1,50,33,PN-FUELPUMP,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Pump Replacement,Fuel Pump Replacement,1,50,33,PN-FUELPUMP,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuel Tank Strap Replacement,Professional fuel tank strap replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,Full Synthetic Oil Change Package - 5L,Full Synthetic Oil Change Package - 5L - Service package with multiple components,1,69.99,45,,,engine,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Fuse Box Replacement (Engine),Professional fuse box replacement (engine) service,1,50,33,,,engine,5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Gas Tank Replacement,Professional gas tank replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Gas cap Replacement,Professional gas cap replacement service,1,50,33,,,engine,0.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Gear Shift Soelnoid Replacement,Gear Shift Soelnoid Replacement,1,50,33,PN-GEARSHIF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,General Repair,Professional general repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,General Repair,Professional general repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,HVAC Air Distribution Defrost Door,HVAC Air Distribution Defrost Door - Complete service package,1,50,33,,,suspension,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,"HVAC Air Distribution Door, Center","HVAC Air Distribution Door, Center",1,50,33,PN-HVACAIRD,Local Supplier,suspension,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,"HVAC Air Distribution Door, Right Side Replacement","HVAC Air Distribution Door, Right Side Replacement",1,50,33,PN-HVACAIRD,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,"HVAC Air Distribution, Recirculating Door","HVAC Air Distribution, Recirculating Door - Complete service package",1,50,33,,,suspension,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Headlight Assembly Replacement,Headlight Assembly Replacement,1,50,33,PN-HEADLIGH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Headlight Ballast Replacement,Headlight Ballast Replacement,1,50,33,PN-HEADLIGH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Headlight Replacement,Headlight Replacement,1,50,33,PN-HEADLIGH,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Headlight Restoration,Headlight Restoration,1,50,33,PN-HEADLIGH,Local Supplier,maintenance,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heat Shield Fix,Professional heat shield fix service,1,50,33,,,general,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heat Shield Removal,Heat Shield Removal - Complete service package,1,50,33,,,general,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heater Core Replacement,Professional heater core replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heater Hose Replacement (LH),Heater Hose Replacement (LH),1,50,33,PN-HEATERHO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heater Hose Replacement (RH),Heater Hose Replacement (RH),1,50,33,PN-HEATERHO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heater Pipe Replacement,Professional heater pipe replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Heater Valve Replacement,Heater Valve Replacement,1,50,33,PN-HEATERVA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Hood Lift Support Replacement,Professional hood lift support replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Hood Release Cable,Hood Release Cable,1,50,33,PN-HOODRELE,Local Supplier,transmission,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Hood Replacement,Professional hood replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Horn Replacement,Professional horn replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Horn Switch Replacement,Horn Switch Replacement,1,50,33,PN-HORNSWIT,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Hose Repair,Hose Repair,1,50,33,PN-HOSEREPA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Hose Replacement,Hose Replacement,1,50,33,PN-HOSEREPL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Idler Pulley Replacement,Professional idler pulley replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Ignition Coil Replacement,Professional ignition coil replacement service,1,179.99,117,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Ignition Control Module Replacement,Ignition Control Module Replacement,1,50,33,PN-IGNITION,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Ignition Key Housing Replacment,Ignition Key Housing Replacment - Complete service package,1,50,33,,,air_conditioning,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Ignition Switch Replacement,Ignition Switch Replacement,1,50,33,PN-IGNITION,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Immobilizer Replacement,Professional immobilizer replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Impact Sensor Replacement,Impact Sensor Replacement,1,50,33,PN-IMPACTSE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Inner Tie Rod Replacement,Inner Tie Rod Replacement,1,50,33,PN-INNERTIE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Intake Manifold Gasket Replacement,Intake Manifold Gasket Replacement,1,50,33,PN-INTAKEMA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Intake Manifold Replacement,Intake Manifold Replacement,1,50,33,PN-INTAKEMA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Intake Manifold Runner Replacement,Intake Manifold Runner Replacement,1,50,33,PN-INTAKEMA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Intercooler Hose Pipe Replacement,Intercooler Hose Pipe Replacement,1,50,33,PN-INTERCOO,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Intermediate Shaft Replacement,Professional intermediate shaft replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Internal Door Handle Replacement,Professional internal door handle replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Key Programming,Professional key programming service,1,50,33,,,air_conditioning,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Knock Sensor Replacement,Knock Sensor Replacement,1,50,33,PN-KNOCKSEN,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,LED Headlight Kit,LED Headlight Kit - Service package with multiple components,1,119.99,78,,,maintenance,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,License Plate Light,License Plate Light,1,50,33,PN-LICENSEP,Local Supplier,transmission,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Liftgate Lock Actuator Replacement,Liftgate Lock Actuator Replacement,1,50,33,PN-LIFTGATE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Light Bulb Replacement,Light Bulb Replacement,1,19.99,13,PN-LIGHTBUL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Lower Ball Joint Replacement,Lower Ball Joint Replacement,1,50,33,PN-LOWERBAL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Lucas Oil Stabilizer,Lucas Oil Stabilizer,1,50,33,PN-LUCASOIL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Lug Bolts Replacement,Professional lug bolts replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Lug Nuts Replacement,Professional lug nuts replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Main Seal Crankshaft,Main Seal Crankshaft,1,349.99,227,PN-MAINSEAL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Manifold Absolute Pressure Sensor Replacement,Manifold Absolute Pressure Sensor Replacement,1,50,33,PN-MANIFOLD,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Manual Alignment,Professional manual alignment service,1,50,33,,,general,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Mass Air Flow Sensor Replacement,Mass Air Flow Sensor Replacement,1,50,33,PN-MASSAIRF,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Master Window Switch Replacement,Master Window Switch Replacement,1,50,33,PN-MASTERWI,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Mirror Repair,Professional mirror repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Mirror Switch Replacement,Mirror Switch Replacement,1,50,33,PN-MIRRORSW,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Muffler Repair/Fix,Muffler Repair/Fix,1,50,33,PN-MUFFLERR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Muffler Replacement,Muffler Replacement,1,50,33,PN-MUFFLERR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Neutral Safety Switch Replacement,Neutral Safety Switch Replacement,1,50,33,PN-NEUTRALS,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,New Rims,New Rims,1,50,33,PN-NEWRIMS,Local Supplier,tires,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,New Tire With Rim,New Tire With Rim,1,50,33,PN-NEWTIREW,Local Supplier,tires,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,New Tires,New Tires,1,179.99,117,PN-NEWTIRES,Local Supplier,tires,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,New Tires With Balancing,New Tires With Balancing,1,50,33,PN-NEWTIRES,Local Supplier,tires,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,discount,Off Rim On Rim Service,Off Rim On Rim Service - Automotive service,1,29.99,19,,,engine,,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oil Additive,Oil Additive - Complete service package,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oil Change Customer's Own Oil/Filter,Oil Change Customer's Own Oil/Filter,1,29.99,19,PN-OILCHANG,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oil Filter Cap Replacement,Oil Filter Cap Replacement,1,50,33,PN-OILFILTE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oil Filter Housing Gasket Replacement,Oil Filter Housing Gasket Replacement,1,50,33,PN-OILFILTE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oil Filter Housing Replacement,Oil Filter Housing Replacement,1,50,33,PN-OILFILTE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,discount,On rim Off Rim Tires,On rim Off Rim Tires - Automotive service,1,29.99,19,,,tires,,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Outer Tie Rod Replacement,Outer Tie Rod Replacement,1,50,33,PN-OUTERTIE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Overflow Rdaiator Hose Replacement,Overflow Rdaiator Hose Replacement,1,50,33,PN-OVERFLOW,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Overhead Console Sunglass Storage Replacement,Professional overhead console sunglass storage replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oxygen Sensor Connector Replacement,Oxygen Sensor Connector Replacement,1,50,33,PN-OXYGENSE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oxygen Sensor Replacement,Oxygen Sensor Replacement,1,50,33,PN-OXYGENSE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Oxygen Sensor Replacement (B1S2),Oxygen Sensor Replacement (B1S2),1,50,33,PN-OXYGENSE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,PCV Valve Replacement,PCV Valve Replacement,1,50,33,PN-PCVVALVE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Parking Brake Adjustment,Professional parking brake adjustment service,1,50,33,,,brakes,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Parking Brake Cable Replacement,Parking Brake Cable Replacement,1,50,33,PN-PARKINGB,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Parking Brake Service,Professional parking brake service service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Parking Brake Shoes Replacement,Parking Brake Shoes Replacement,1,50,33,PN-PARKINGB,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Passenger Seat Replacement,Passenger Seat Replacement,1,50,33,PN-PASSENGE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Brake Booster Replacement,Power Brake Booster Replacement,1,50,33,PN-POWERBRA,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Steering Assist Motor Coupling,Power Steering Assist Motor Coupling,1,50,33,PN-POWERSTE,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Steering Column,Power Steering Column - Complete service package,1,50,33,,,air_conditioning,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Steering Fluid,Power Steering Fluid - Complete service package,1,50,33,,,engine,0.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Steering Fluid Change,Professional power steering fluid change service,1,50,33,,,engine,0.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Steering Hose Repair,Power Steering Hose Repair,1,50,33,PN-POWERSTE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power Steering Pressure Line Replacement,Power Steering Pressure Line Replacement,1,50,33,PN-POWERSTE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Power steering Fluid Pump Replacement,Power steering Fluid Pump Replacement,1,50,33,PN-POWERSTE,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Pre_Safety Inspection,Professional pre_safety inspection service,1,89.99,58,,,air_conditioning,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,package,Premium Synthetic Castrol Oil Change Package - 5L,Premium Synthetic Castrol Oil Change Package - 5L - Service package with multiple components,1,89.99,58,,,engine,3,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Purge Valve Solinoid,Purge Valve Solinoid,1,50,33,PN-PURGEVAL,Local Supplier,air_conditioning,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Quick Strut Assembly Replacement,Quick Strut Assembly Replacement,1,50,33,PN-QUICKSTR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,fee,Quote / Estimate,Quote / Estimate - Service fee,1,25,16,,,fees,,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rack & Pinion Replacement,Professional rack & pinion replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rack and Pinion Boot Replacement,Professional rack and pinion boot replacement service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radiator Cap Replacement,Radiator Cap Replacement,1,50,33,PN-RADIATOR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radiator Fan Resistor Replacement,Radiator Fan Resistor Replacement,1,50,33,PN-RADIATOR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radiator Filler Neck Replacement,Radiator Filler Neck Replacement,1,50,33,PN-RADIATOR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radiator Hose Replacement (Lower),Radiator Hose Replacement (Lower),1,50,33,PN-RADIATOR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radiator Hose Replacement (Upper),Radiator Hose Replacement (Upper),1,50,33,PN-RADIATOR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radiator Replacement,Radiator Replacement,1,50,33,PN-RADIATOR,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radio Repair,Professional radio repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Radio Repair,Professional radio repair service,1,50,33,,,engine,1.5,
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rear Brake Pads Replacement,Rear Brake Pads Replacement,1,50,33,PN-REARBRAK,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rear Brakes & Rotors Replacement,Rear Brakes & Rotors Replacement,1,399,259,PN-REARBRAK,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rear Brakes and Rotors Replacement,Rear Brakes and Rotors Replacement,1,50,33,PN-REARBRAK,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rear Coil Springs Replacement,Rear Coil Springs Replacement,1,50,33,PN-REARCOIL,Local Supplier,engine,,12 months
da36ec66-96b2-43a2-93f6-a0d79dfc2224,labor,Rear Control Arm Replacement,Rear Control Arm Replacement,1,349.99,227,PN-REARCONT,Local Supplier,engine,,12 months
